epoch,train_loss,val_loss_1,psnr_1,ssim_1,val_loss_2,psnr_2,ssim_2,val_loss_3,psnr_3,ssim_3,val_loss_4,psnr_4,ssim_4,val_loss_5,psnr_5,ssim_5,val_loss_6,psnr_6,ssim_6,lr
1,38.305890235900875,19.0282190322876,20.708945810598227,0.5676810543579268,18.177141380310058,21.20523785830039,0.5928172933124433,18.136371231079103,21.317136476918282,0.5953380426722121,18.406168365478514,21.347818723206668,0.5852404462730127,18.42876434326172,21.485766989921345,0.5880585723522447,18.036743545532225,21.799002997244685,0.6044171757946329,0.0001
2,32.8619674282074,19.400366973876952,20.594483189777343,0.5598828925228518,18.31931781768799,21.165947802511248,0.5890288275287391,18.256099891662597,21.294459524932716,0.5917666172394527,18.526526832580565,21.326559565494982,0.5788574709013168,18.52448978424072,21.481180338023716,0.5819543989531486,18.043088340759276,21.82222045808407,0.6004762465959368,0.0001
3,32.308356426239015,19.28625202178955,20.58433789501596,0.5654491461889839,18.188649559020995,21.161778709465455,0.5946336438932911,18.148928833007812,21.28761958920733,0.5969257733693742,18.410832786560057,21.324341208268596,0.5845008877799207,18.440872192382812,21.475017812220308,0.5872071536708445,17.98648796081543,21.814646498515106,0.6047990131151412,0.0001
4,32.11373316192627,19.370282936096192,20.479820143431983,0.5662755602456513,18.137734413146973,21.088387544871114,0.595915486274728,18.085910606384278,21.21759775103011,0.5979478720799154,18.306467056274414,21.27180547602164,0.5878440016559081,18.30317840576172,21.42866397988961,0.5905382519878698,17.78885097503662,21.791061204366688,0.6073568245884099,0.0001
5,32.021600143432615,18.935565567016603,20.75148610308696,0.5744494587103706,17.778857612609862,21.362036648828457,0.6051005314996813,17.777264213562013,21.484452847246775,0.606783791053395,18.03187828063965,21.52262816644165,0.5990536174283362,18.09427261352539,21.664420314534617,0.6011464329892657,17.732159423828126,21.981279796132075,0.6157203507118733,0.0001
6,31.706821882247926,19.48958396911621,20.44951599912186,0.5692928189190024,18.15768642425537,21.065111783453602,0.599727464958167,18.108154296875,21.191089283254758,0.6015190822543784,18.224548530578613,21.268127357697765,0.5964657441597628,18.206549072265624,21.425877890502782,0.5988899333430672,17.68129997253418,21.809507429277552,0.6145761112968882,0.0001
7,31.08625497817993,19.01793212890625,20.57498157302936,0.5784219844091711,17.856422996520998,21.13312504730133,0.604529906244994,17.8368013381958,21.247750118141994,0.605757085602248,17.965867042541504,21.335874252961098,0.6030080494498901,17.993603515625,21.4851102264048,0.605014650193261,17.569000434875488,21.84599111636294,0.6180777668465879,0.0001
8,30.951451307296754,18.75150661468506,20.767642098434468,0.5923595618162836,17.979890251159667,21.108359869211167,0.6040111471170144,17.960564613342285,21.18018432091589,0.6035532891601313,17.804639625549317,21.4452965046916,0.6128069383867591,17.84336624145508,21.561418951984244,0.6149167263150798,17.522334861755372,21.858842510113924,0.6226190137465918,0.0001
9,30.237181344985963,18.47216053009033,20.952808492785135,0.6019614422133855,17.672855186462403,21.258328866331905,0.6118281599637365,17.56511688232422,21.44102964758524,0.6145681677288377,17.3049596786499,21.7562484397823,0.6228939346373117,17.369343566894532,21.924989888173705,0.6267750014107442,17.146816635131835,22.093392622966654,0.6289469543159686,0.0001
10,29.64282942390442,18.652554321289063,20.86642216920299,0.591620703149971,17.63397159576416,21.317755961430734,0.6129054901003429,17.886027526855468,21.45559160915357,0.606357016268732,17.70852756500244,21.62843160761576,0.6122554321353185,17.977246284484863,21.71790911070869,0.6097277938822139,17.491736030578615,21.926160007460005,0.6205922713006431,0.0001
11,29.484293741226196,18.02879867553711,21.1952504714981,0.6127234827765915,17.31447696685791,21.529652902732856,0.626799451127688,17.439805030822754,21.68857505128633,0.6220957850108331,17.186595344543456,21.944505673163412,0.6280173197434339,17.344186782836914,22.052053123860656,0.628647369406251,17.11004066467285,22.1528829550727,0.6301937982195407,0.0001
12,29.280267864227294,18.636520385742188,20.866219257859818,0.5952894545767997,17.644550323486328,21.325324805502575,0.6166484512780372,17.86508140563965,21.46546744300838,0.6104560301547622,17.659368896484374,21.665129136234288,0.6167107483909368,17.876419258117675,21.76301920449548,0.6166630239104202,17.505349159240723,21.927736715021368,0.6228824596698482,0.0001
13,29.052302923202515,18.319778442382812,21.025086172919355,0.5982590102345093,17.209715843200684,21.54290115201316,0.6232407096815289,17.505292892456055,21.643358939900914,0.614993689937814,17.275769996643067,21.848434076930698,0.620689295814263,17.465110206604002,21.92111433401705,0.6189574594175412,17.129021072387694,22.08398264624376,0.6244050346085661,0.0001
14,28.865282711029053,18.492589378356932,20.853761342930643,0.6016984464816768,17.406539726257325,21.364027012729764,0.6248366148287428,17.44289779663086,21.55093678414819,0.6213521817689613,17.242936515808104,21.747856400311683,0.6272208310490652,17.36991596221924,21.84606282274361,0.6276760799008014,17.136689949035645,22.001274014081837,0.6299552873816824,0.0001
15,28.51107075881958,18.02796573638916,21.07093141650175,0.6094250706590968,17.264494705200196,21.390830755211024,0.6277724039180572,17.446748161315917,21.466229213690674,0.6207496149476198,17.314509201049805,21.611576974155724,0.6246964393867585,17.47550983428955,21.69217633258469,0.6246044827354267,17.236373329162596,21.856708798482554,0.6264361026188052,0.0001
16,28.32986557388306,18.527634811401366,20.807169699786517,0.5954678636357429,17.68709716796875,21.099100135345893,0.6144578118944819,17.899375343322752,21.20315413643335,0.6075440626107671,17.796758270263673,21.32297689788231,0.611337421076567,17.93255500793457,21.408526803027605,0.6120039967980188,17.498828506469728,21.64668835356619,0.6191283255739832,0.0001
17,28.409300134658814,17.8612268447876,21.19376612058283,0.6159071461037874,17.062079429626465,21.595948636771393,0.6362193946289876,17.141994285583497,21.680516711577432,0.6303691109692556,16.840793228149415,21.89741235301715,0.6361467554717303,16.957625770568846,21.98830299350011,0.6359192056957714,16.92478847503662,22.10612560083809,0.6330174532871597,0.0001
18,28.036497692108153,18.27087059020996,20.887402145471597,0.6035785548781514,17.23131618499756,21.367474789730778,0.626858028439071,17.34292850494385,21.501561136598212,0.6223375355748259,17.14462661743164,21.67529716153019,0.6274089528873212,17.279830932617188,21.750295504911936,0.626702653915215,17.121555900573732,21.905640725337566,0.6269245403267211,0.0001
19,28.054125129699706,18.08219337463379,20.997817638204598,0.6034487731675144,17.053492927551268,21.4412120780759,0.6255199999262664,17.297623062133788,21.518013993323006,0.6199012851702858,17.014467620849608,21.728769427044107,0.625741372278283,17.161179542541504,21.78846935405529,0.6245107032768644,16.943769645690917,21.978508699238564,0.6270647823156723,0.0001
20,27.65846067237854,17.834861755371094,21.036854135626886,0.612094201019566,17.007737159729004,21.471183687977213,0.6307815237244017,17.001565551757814,21.608327994002664,0.6289801321745184,16.809680366516112,21.77939196630359,0.6329538130997496,16.913560485839845,21.868521742671867,0.6337891356388603,16.9758207321167,21.97607463080023,0.6296596746395784,0.0001
21,27.445781507492065,18.86599769592285,20.61601472009981,0.5845539182892345,17.603781127929686,21.122345599866993,0.6132499115931458,17.86775436401367,21.21875191628468,0.6065418905045137,17.730045127868653,21.35568936520729,0.6110357222075067,17.80483283996582,21.447843401266578,0.6124312252015855,17.379380416870116,21.71911803439567,0.6208262894884029,0.0001
22,27.345016176223755,17.878781700134276,21.11175015061644,0.6102322119800921,16.9573637008667,21.5500350216811,0.6321430573131872,17.01273136138916,21.66203299959108,0.6292607549790734,16.791844177246094,21.829772262988914,0.6339080404997184,16.88751335144043,21.909652482306107,0.6331134329514999,16.89645004272461,22.057502572567962,0.6306984958674616,0.0001
23,27.143002325057985,18.507463645935058,20.72572886370827,0.5967069418707094,17.442035293579103,21.181984595750823,0.6224516551965346,17.5468111038208,21.277782978275717,0.6178654329801051,17.43685417175293,21.41100470257207,0.6219222633007857,17.565340423583983,21.470860939347247,0.6204322769056085,17.414781951904295,21.678304113576438,0.621816912960343,0.0001
24,27.0442611618042,17.224015617370604,21.465074893654936,0.6332982044941045,17.029958724975586,21.43794772904571,0.6321338662372982,17.17668762207031,21.4854296275984,0.6271165469987021,17.02704429626465,21.64012314813344,0.6313953929142192,17.187198638916016,21.677154164811984,0.6290232328002351,17.176169776916502,21.829971318759753,0.6261956963409403,0.0001
25,27.238023942947386,18.04784393310547,21.08223116060981,0.6026278941376033,17.179939842224123,21.39514521124198,0.6242344235978846,17.466235160827637,21.430743810229572,0.6176960841809044,17.337005424499512,21.562332411905892,0.6215543125755951,17.47545928955078,21.631799892426418,0.6205302643716816,17.332537269592287,21.8266331697304,0.6233595384538677,0.0001
26,27.055501083374022,18.36337947845459,20.736686654154692,0.5971726053686546,17.233536338806154,21.258147947426757,0.6239828388768978,17.328105163574218,21.36317984128531,0.6203584734544673,17.098862075805663,21.52854587896835,0.6252091290450372,17.157980346679686,21.62246761887796,0.6253465546343255,17.05146884918213,21.835276111637,0.625957961863893,0.0001
27,26.818781255722048,18.24832763671875,20.774095563190347,0.6002188379304283,17.326933097839355,21.18706151481458,0.6228192035477423,17.332120895385742,21.317627355824065,0.6215338000594539,17.225008964538574,21.42923466735394,0.6247514029249583,17.34493179321289,21.49954800741936,0.6240657827420708,17.32838878631592,21.683755702244397,0.6223470891654689,0.0001
28,26.533496257781984,18.325943756103516,20.770727618575727,0.5947727891574452,17.171977996826172,21.320458233844512,0.6228729544532877,17.29415225982666,21.418695785694883,0.6190787980525242,17.041071319580077,21.599134613700205,0.6244583870229389,17.13027420043945,21.67375938944382,0.6240505882981097,17.014542961120604,21.886285889562963,0.6256246316758879,0.0001
29,26.479060905456542,18.259520721435546,20.793152573283837,0.5977288657654837,17.186091423034668,21.292710185783292,0.6248815106753752,17.249914932250977,21.391119359225648,0.6212173761780333,17.072140502929688,21.55522042534705,0.6264149601169897,17.216259384155272,21.60596021600634,0.6246259416555171,17.153657341003417,21.819669837527105,0.625126977935126,0.0001
30,26.46606732559204,17.94268169403076,20.965132359968738,0.6054354574863591,17.319585037231445,21.21727289873406,0.6206497653438866,17.404392433166503,21.308362026527607,0.6173659142701953,17.293744850158692,21.41059390545353,0.6206090230238742,17.41272602081299,21.47553344631365,0.619448196661393,17.29333209991455,21.720655490245058,0.6215315497837519,0.0001
31,26.416966760635376,18.82471408843994,20.544079344511026,0.5853213642874097,17.761173248291016,20.960578637098262,0.6086648220881912,17.94915351867676,21.036619024442267,0.6036168907230554,17.917430686950684,21.124983535072584,0.6071342765635585,18.021094131469727,21.19062863978042,0.6067460179717531,17.699524307250975,21.50201044952092,0.6140605691148526,0.0001
32,26.255734058380128,18.321652984619142,20.833540667900017,0.5988695213595044,17.094258880615236,21.43051859796419,0.6276986681385752,17.183464813232423,21.5077770677975,0.6242782413610009,16.985428428649904,21.666855067230692,0.6294552737371287,17.115563583374023,21.721962749907362,0.6272462765808549,17.110770606994627,21.912193371041077,0.6260112978997885,0.0001
33,26.224609008789063,18.148271560668945,20.800189586554218,0.5992188323255869,17.2161865234375,21.231743783127634,0.6212494804551075,17.1510440826416,21.374060378412235,0.6209904572806474,16.96446361541748,21.520554275242866,0.6261783916543997,17.104146194458007,21.583441501008622,0.6249096073728476,17.150247383117676,21.797424503442848,0.6237779873469812,0.0001
34,26.033314123153687,18.224343872070314,20.787948365496682,0.5994920762437791,17.13136100769043,21.307594318191803,0.6240410739010196,17.202073669433595,21.40560452190196,0.6218209305528093,17.020903968811034,21.557378433846203,0.6266674134047676,17.13740482330322,21.629035502361926,0.6255716988671718,17.108186721801758,21.850864003211836,0.6258642538206647,0.0001
35,26.032841091156005,17.696240234375,21.10633527898355,0.6101121371419576,17.05353832244873,21.368187922286445,0.6244029330581398,17.220581245422363,21.397378474721755,0.6199436087672454,17.025374794006346,21.56513259185493,0.6260694695367128,17.215075302124024,21.60787256037704,0.6238406099487881,17.181741523742676,21.82468440586276,0.6238486738769093,0.0001
36,25.825643968582153,18.06760482788086,20.874750801294603,0.6014159294798336,16.878704643249513,21.483166418782595,0.629597143308658,17.06024341583252,21.499722523281314,0.6249980371627379,16.74098129272461,21.70931108279305,0.6311396154195335,16.877013778686525,21.764137460640132,0.6288956767709752,16.87467975616455,21.988383906229572,0.628378271123605,0.0001
37,25.90668751335144,18.20484104156494,20.76921055986856,0.5970406189543234,17.132286834716798,21.238236921906555,0.6223177914660145,17.17676944732666,21.316823231570748,0.6193292537906948,17.020241355895998,21.45690599819952,0.6239099339507808,17.17902660369873,21.51011712728647,0.622384938726979,17.165077781677248,21.772256738791235,0.6233557414715823,0.0001
38,25.544252353668213,17.98349533081055,20.80996426438464,0.6010827078809061,16.74242820739746,21.4870863595819,0.6322095226133596,16.746510696411132,21.552453012347264,0.6304829044021777,16.32669849395752,21.782574558203617,0.6381920528425856,16.493474578857423,21.844616687513156,0.6352447535795231,16.72371311187744,22.020637919248596,0.6306867376381622,0.0001
39,25.74225745010376,17.897259140014647,20.939621336092703,0.6061150588136739,16.899446105957033,21.4215722022439,0.628432537448081,17.038265228271484,21.462588417604763,0.6246847677185106,16.680329513549804,21.689282569372903,0.6329504561131436,16.864525032043456,21.73021950826655,0.630290716152561,16.90795955657959,21.92657053412296,0.6282702789646167,0.0001
40,25.44213840293884,17.675291061401367,21.040475859460333,0.6155658331890695,17.319478225708007,21.177100889799835,0.6221408364096002,17.42369861602783,21.229549989524745,0.6184663673097024,17.070521545410156,21.416757379597666,0.6251454738546429,17.216055488586427,21.477633709663298,0.6233219286803735,17.137134552001953,21.746486525123625,0.6239691579672076,0.0001
41,25.566098289489744,17.632842445373534,20.992407783356576,0.6088332953557509,16.74425926208496,21.496512928743435,0.630891641569859,16.666143035888673,21.58067774324543,0.6304070539252177,16.372480964660646,21.780066759517204,0.6370954450172239,16.55541572570801,21.83482992638487,0.6350088301694955,16.803424644470216,22.000641282175756,0.6292969552984475,0.0001
42,25.341000770568847,17.943683624267578,20.831641361838336,0.6034350854296269,17.180066871643067,21.221557209295234,0.6229046777758205,17.24255542755127,21.2675093582109,0.6187496080374649,17.01096820831299,21.4371264304768,0.6251282707216781,17.14578285217285,21.503560361401146,0.6240617839640905,17.144031715393066,21.76704699857937,0.6240542369373271,0.0001
43,25.160865270614625,17.640003204345703,21.026387039155985,0.6084449598890914,16.82745018005371,21.45429687099253,0.6294406004881445,16.924600219726564,21.48917333317512,0.6257067013562123,16.61203079223633,21.69591493616273,0.6324749019893818,16.783029747009277,21.749309486605352,0.6304650321274764,16.80194263458252,21.966491448268073,0.6295399294532671,0.0001
44,25.49126951408386,17.875133895874022,20.889273264389164,0.603279693310028,16.859527587890625,21.39818461461428,0.6271565424043096,16.791233825683594,21.514979818729994,0.6270840575867255,16.45059986114502,21.716125449575603,0.6343312483553213,16.602204895019533,21.77901597295179,0.632381426210818,16.73242473602295,21.980150264430403,0.628734283587028,0.0001
45,25.279381999969484,17.78766441345215,21.0218363220663,0.6072890620067446,16.656573867797853,21.698117988268592,0.633534892746795,16.698959159851075,21.706646564198735,0.6310297101388072,16.367920112609863,21.96108976242712,0.639101526766372,16.538651847839354,22.009966572001634,0.6375201866347291,16.836286735534667,22.14149803643745,0.6316437632455252,0.0001
46,25.070561162948607,18.096671676635744,20.806059788127612,0.6011921929629352,16.91366024017334,21.440475133551438,0.6280712242552308,17.03461742401123,21.45012722598816,0.6237405612276856,16.76808452606201,21.649218202327006,0.6299105944867013,16.928791427612303,21.69830053694053,0.6280648766410296,17.01216239929199,21.891485794489917,0.6261648567894342,0.0001
47,25.192073844909668,19.15478096008301,20.3579147015971,0.5776420967960931,17.82292194366455,20.86303266992662,0.6062434197616896,17.93268527984619,20.970909024658216,0.6028754129390308,17.819511222839356,21.052381920360922,0.6070791455774736,17.894892311096193,21.1429086145289,0.6073717599293277,17.57403736114502,21.48819219460381,0.6144680712715695,0.0001
48,24.892134323120118,17.401605224609376,21.20678778457924,0.6219197999031506,16.874485588073732,21.47518005262007,0.6307507152234525,16.895673179626463,21.54195450611312,0.6280783631936645,16.660893058776857,21.712134882814123,0.6342404386139411,16.794181632995606,21.778617319378874,0.6324063176032058,16.95493106842041,21.96104180020154,0.6284010268460332,0.0001
49,24.836128534317016,17.545737075805665,21.104203946495076,0.6163347523379209,16.526882362365722,21.6970308279663,0.6393345716217878,16.456025314331054,21.79320129750456,0.6394732433148083,16.064713096618654,22.02801917975028,0.647140480454034,16.266258811950685,22.072625728512918,0.6432218743859177,16.57017402648926,22.20016992304853,0.635015326460738,0.0001
50,24.93244809913635,18.11814651489258,20.72639342239367,0.6002074131236826,17.059122467041014,21.295964871709185,0.6229344871684152,17.047164726257325,21.389566644125775,0.6219059640262868,16.758070755004884,21.551458439086588,0.6277850601404865,16.883324432373048,21.63960989032457,0.6268555418128711,16.954962158203124,21.894114824429938,0.6254144239548054,0.0001
51,24.96107892036438,16.067833709716798,21.92025570360629,0.6526059621263918,16.213121032714845,21.880164222045288,0.6442821401347641,16.14104881286621,21.925074944516744,0.6433598328632035,15.659374237060547,22.20608050838311,0.6540744838724265,15.878480148315429,22.242713688822086,0.6494657029815339,16.16774673461914,22.332069469876927,0.6402893493539772,0.0001
52,24.890290349960328,18.330591201782227,20.59942667933659,0.594023758792096,17.36795997619629,21.068048279749526,0.6181079405193006,17.3240026473999,21.187351989454335,0.6159212624880808,17.216276550292967,21.251129493454805,0.6199274347012316,17.3427526473999,21.342962018566702,0.6179961182816782,17.267794609069824,21.63579786578953,0.6202271708303192,0.0001
53,24.98267169380188,17.562594985961915,21.040191099189293,0.6107198188475211,16.810834312438963,21.444452309113853,0.6302940414782251,16.873965454101562,21.468023169696067,0.6265362599617518,16.578697967529298,21.643310180614048,0.6336783399277708,16.742468070983886,21.710370955401554,0.6312254253019378,16.807434463500975,21.932121473323274,0.6289355103907058,0.0001
54,24.737322443008424,17.44043960571289,21.063434375789416,0.6128015343408392,16.978563690185545,21.312042121986593,0.6238888765712544,17.104816055297853,21.329532903652023,0.6197229672386101,16.77032604217529,21.516342180354492,0.6271052388260792,16.926216506958006,21.584451724923305,0.6252979274811712,16.906468200683594,21.841986103500872,0.6252579210865165,0.0001
55,24.63654985046387,17.409568977355956,21.198493267402224,0.6127050753548826,16.967412567138673,21.36713825382123,0.6231389267532391,17.08884162902832,21.369539156130806,0.6186669783110325,16.810307502746582,21.5305185724169,0.6253058441023344,16.952191162109376,21.59705142697028,0.6238567116616051,16.994363021850585,21.844279018157277,0.6241182321905019,0.0001
56,24.985783586502077,17.964194297790527,20.826895060617044,0.5995138429989749,17.0785400390625,21.24279164020132,0.6196316311974062,17.309481048583983,21.257023567812347,0.6144653269151338,17.022983169555665,21.420465394963156,0.6207452975983009,17.150400352478027,21.487081450580487,0.6200665774013202,16.965576362609863,21.77645458199148,0.6233871415761504,0.0001
57,24.477840270996094,18.119989967346193,20.75499949639424,0.5989730765642777,17.119829750061037,21.265979410944418,0.6206420549510051,17.249549293518065,21.310272924008608,0.6167963735588622,17.10067825317383,21.43061974709586,0.6214059395938725,17.27144584655762,21.48540805097103,0.6198188158453455,17.197213554382323,21.75077053956803,0.6219592719834056,0.0001
58,24.601181728363038,17.749931716918944,20.901152270352597,0.6046787167171928,16.661817741394042,21.527849643873726,0.629184464023712,16.675584030151366,21.591931935863748,0.6285152802112378,16.32429428100586,21.818647779933166,0.6369058421274962,16.482077407836915,21.867726246161237,0.6352724939136596,16.647278785705566,22.067581888837545,0.6315125071712786,0.0001
59,24.410746782302855,17.68012638092041,20.98088648388217,0.609698746233146,16.559041595458986,21.665516542658917,0.6364810577034861,16.49433307647705,21.714733066258255,0.6355378832945379,16.130160331726074,21.904929766920116,0.6434363314417031,16.34527587890625,21.94787500992731,0.6399967764564986,16.726644134521486,22.10396101127582,0.6321026830446583,0.0001
60,24.403836517333986,17.96941566467285,20.846008897534,0.6013316135870895,17.124686622619627,21.312658380465624,0.622399601263735,17.166933059692383,21.350774067689745,0.6196131202276824,17.014355087280272,21.471760934253478,0.6252370761594586,17.18203773498535,21.50988047188895,0.6230837085403872,17.294802284240724,21.713787163018964,0.6209951374058115,0.0001
61,24.576067321777344,17.664548492431642,20.954154426374807,0.6060536376846694,16.70642433166504,21.519173319422723,0.627754041600829,16.820017051696777,21.53964901546278,0.6246851711910658,16.462225341796874,21.766539811580312,0.6332160980853627,16.626144027709962,21.821274191282097,0.6316300037610387,16.698671913146974,22.038114439869396,0.6299573635950442,0.0001
62,24.650687284469605,16.64723491668701,21.494688062312246,0.6297451157559341,16.47718505859375,21.654287762743724,0.6343411505024666,16.556462669372557,21.649650496765517,0.6310323146666841,16.18499584197998,21.886032263984543,0.6386202075622378,16.345256423950197,21.94503493272847,0.6370451087599134,16.504057502746583,22.108833901115254,0.632059877952552,0.0001
63,24.225708583831786,17.397768211364745,21.12743399575936,0.6124902566273313,16.905559158325197,21.30523064470737,0.6232356097844568,17.05934429168701,21.3261680627066,0.6193544645866979,16.848990058898927,21.452829614055037,0.6240248880354481,16.923754119873045,21.545628284797342,0.6246722835899329,16.85491771697998,21.814204764248114,0.6249610443154341,0.0001
64,24.429334901809693,17.234451293945312,21.156720277625986,0.6152862157902019,16.742038917541503,21.43998329776137,0.6324807769797036,16.749409675598145,21.478148463692822,0.6288396346860703,16.487671279907225,21.655536042035685,0.6353393332871742,16.631521034240723,21.714699032907962,0.6333250771516824,16.77474021911621,21.911381562065767,0.6288166281125747,0.0001
65,24.341709564208983,17.06725482940674,21.413446335871413,0.6244657413282452,16.92642250061035,21.365865033074876,0.6246627567436228,17.1768798828125,21.330398380880403,0.617572197707562,16.94066619873047,21.45058298100036,0.6231996491207402,17.07350673675537,21.511870241330207,0.6222618992373855,16.930821228027344,21.78155564362399,0.624143628124711,0.0001
66,24.243346296310424,17.090180015563966,21.232986150447132,0.6192352816576272,16.70643253326416,21.426609940025166,0.6295950372300176,16.76532611846924,21.45875762845238,0.6271254300348408,16.4387996673584,21.62014528753607,0.6341038652747517,16.578989028930664,21.691101201111245,0.6329589213074579,16.661288833618165,21.922648150513684,0.6303835027584528,0.0001
67,24.112718395233156,17.398046493530273,21.085217964280673,0.61119125671799,16.427113151550294,21.700103716325973,0.6365253813100827,16.551515197753908,21.66714080677999,0.6325544835776549,16.050036430358887,21.955062452421874,0.6433341323116728,16.17430534362793,22.014187533285565,0.6420273179793513,16.379219436645506,22.199057799708527,0.6364124883153378,0.0001
68,24.109787019729616,17.90145969390869,20.804265714591562,0.6009211136718695,17.216716766357422,21.1544428397728,0.6158110198498375,17.23600482940674,21.241159350137956,0.6139393216543667,17.086500358581542,21.329851400586477,0.619223930038739,17.210854148864748,21.41301247284839,0.6191259682389807,17.18954544067383,21.70843907549401,0.620823214435212,0.0001
